,Fold n°1,Fold n°2,Fold n°3,Fold n°4,Fold n°5,Fold n°6,Fold n°7,Fold n°8,Fold n°9,Fold n°10,Fold n°11,Fold n°12,Fold n°13,Fold n°14,Fold n°15,Fold n°16,Fold n°17,Fold n°18,Fold n°19,Fold n°20,Fold n°21,Fold n°22,Fold n°23,Fold n°24,Fold n°25,Fold n°26,Fold n°27,Fold n°28,Fold n°29,Fold n°30,Fold n°31,Fold n°32,Fold n°33,Fold n°34,Fold n°35,Fold n°36,Fold n°37,Fold n°38,Fold n°39,Fold n°40,Fold n°41,Fold n°42,Fold n°43,Fold n°44,Fold n°45,Fold n°46,Fold n°47,Fold n°48,Fold n°49,Fold n°50
cMCs_150Nd_STAT5_GMCSF,-0.2528660361537896,-0.0,-0.0,-0.04598591988296778,-0.07429878563944198,-0.0,-0.3593636743090658,-0.0,-0.4192092226810093,-0.0,-0.0,-0.0,-0.1956836256721195,-0.568881859017719,-0.0,-0.16587919311678181,-0.31313258468145394,-0.0,-0.09685879311062691,-0.0,-0.026334914218738896,-0.25558225383731936,-0.0,-0.07714715074803516,-0.313192329497125,-0.0,-0.20332280610295445,-0.0,-0.3695179818789687,-0.0,-0.04569343302764803,-0.5715300427200816,-0.0,-0.014308548427817584,-0.41081594689158657,-0.0,-0.039491508252639654,-0.0,-0.07921172254878818,-0.2467551684371991,-0.19346131137196818,-0.0,-0.32821697882970124,-0.3818179616508879,-0.0,-0.0,-0.3903111269107555,-0.0,-0.2265550159416315,-0.0
cMCs_150Nd_STAT5_IFNa,-0.0,-0.0,-0.0,-0.22171841486237254,-0.0,-0.0,-0.0,-0.0,-0.2767905127015109,-0.0,0.0,-0.0,-0.0,-0.46254930448785336,-0.0,-0.0,-0.26210577443166694,-0.0,-0.11397369270682656,-0.0,-0.0,-0.0,-0.0,-0.0806618789878199,-0.05151957852688768,0.0,-0.0,-0.0,-0.4668614658882514,-0.0,-0.0,-0.04788864941396006,-0.0,-0.0,-0.04471095542321049,0.0,-0.0,-0.0,-0.21802115676831615,-0.1570996652775043,-0.0,-0.0,-0.0,-0.3319975788372521,-0.0,-0.0,-0.017908411871151463,-0.0,-0.10933858542738999,-0.0
cMCs_150Nd_STAT5_IL246,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0
cMCs_150Nd_STAT5_unstim,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
cMCs_151Eu_p38_GMCSF,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0
cMCs_151Eu_p38_IFNa,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
cMCs_151Eu_p38_IL246,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_151Eu_p38_LPS,-0.0,-0.0,-0.0,-0.08951203470836216,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.18144355598652348,-0.0,-0.0,-0.0,-0.0,-0.0,-0.06324776199260579,-0.0,-0.0,0.0,-0.5378973779518745,-0.09829864516188941,-0.30388240634026986,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.2184616191084926,-0.0,-0.27693167300495414,-0.0,-0.0,-0.02214580607245866,-0.0075880998684962194,-0.2400394675666163,-0.0,-0.0,-0.33373658512289467,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
cMCs_151Eu_p38_unstim,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
cMCs_153Eu_STAT1_IFNa,-0.0,-0.0,-0.0,-0.2928885748978621,0.0,-0.0,-0.15054775037130202,-0.0,-0.0062767709427828285,-0.0,0.0,-0.0,-0.1802874262030253,-0.10985629297214576,0.0,-0.0,-0.6428274657667129,-0.0,-0.05850754588732783,-0.0,-0.0,-0.22954081583655972,-0.8642772402119419,-0.007109416401990785,-0.0,0.0,-0.0,-0.0,-0.23199034296750207,0.0,-0.04851828806786425,-0.20233036392027384,-0.7787262695075428,-0.0,-0.0,-0.0,-0.0,-0.11455018497241676,-0.37875515804200216,-0.0,-0.23342492603791498,0.0,-0.6843444876458696,-0.2639237673181709,0.0,-0.09446920017929478,-0.1405283987475725,-0.0,-0.0,-0.0
cMCs_153Eu_STAT1_IL246,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.013386184468085916,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
cMCs_153Eu_STAT1_unstim,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
cMCs_154Sm_STAT3_GMCSF,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0
cMCs_154Sm_STAT3_IFNa,0.0,0.0,0.0,-0.0740179982950171,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.008030586179266806,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.18075631056706007,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.3155020265403578,0.0,0.0,0.0,-0.0,-0.2099236751046339,0.0,-0.0,0.0,0.0,-0.0,0.0
cMCs_154Sm_STAT3_IL246,-1.0027770179224968,-0.28384372417547477,-0.6723945058560173,-0.425213716772444,-0.34116952241768234,-0.9065002980853316,-0.7358791307691361,-0.43810421425883866,-0.4871539124553164,-0.5406218094881801,-0.6102816424284534,-0.4693896103401745,-0.5186398851834082,-0.5298676901044884,-0.39832293224361426,-1.1313384053992461,-0.6878077663975212,-0.4891665276726722,-0.4703186829893519,-0.34275099695734335,-1.0888651695950027,-0.4876767440139117,-0.8600035798885985,-0.3011973947237544,-0.5687289794927255,-0.6208405484113865,-0.32069511151852453,-0.5687857523144897,-0.6103122394624114,-0.3539474023915059,-0.997094956449084,-0.7340730491193999,-0.8236409907045693,-0.19535993848985495,-0.6362404491624123,-1.012393363388245,-0.32176094849285475,-0.6104187004753456,-0.6812475378582822,-0.6326226708356713,-1.0517892363908108,-0.20313335155102655,-0.7568209525675917,-0.441537706215797,-0.3093436246546309,-0.9255544034002763,-0.7525685918059205,-0.3971136216337936,-0.27820803848578834,-0.5194107819688095
cMCs_154Sm_STAT3_unstim,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.13527411580459758,-0.0,-0.0,-0.0,-0.0,0.013474699604132452,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
cMCs_155Gd_S6_GMCSF,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
cMCs_155Gd_S6_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_155Gd_S6_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
cMCs_155Gd_S6_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_155Gd_S6_unstim,-0.014470684012243927,-0.09013730827282648,-0.0,-0.18694826130573172,-0.0,-0.0,-0.15759219745643488,-0.0,-0.19839500931419451,-0.0,-0.0,-0.0,-0.20236580921725825,-0.3062207856522203,-0.0,-0.0,-0.12014022753520656,-0.0,-0.0,-0.0,-0.0,-0.14993284085374003,-0.0,-0.3118723430087917,-0.05717804088788852,-0.0,-0.23901758883565707,-0.0,-0.2589732864730194,-0.0,-0.0584353803784921,-0.26829580232247985,-0.0,-0.16571305366175346,-0.1208654499234023,-0.0,-0.0,-0.0,-0.08124154724846734,-0.10013644923601252,-0.15884518117420948,-0.0,-0.0,-0.43081292498860535,-0.0,-0.0,-0.06359482500776359,-0.0,-0.19438315537656317,-0.0
cMCs_156Gd_IkB_GMCSF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
cMCs_156Gd_IkB_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_156Gd_IkB_IL246,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0
cMCs_156Gd_IkB_LPS,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_156Gd_IkB_unstim,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
cMCs_159Tb_MAPKAPK2_GMCSF,-0.43827584003323256,-0.07503442631905886,-0.0,-0.3890406477194459,-0.0,-0.5748567197662179,-0.370442482775811,-0.0,-0.3178131200565687,-0.0,-0.0,-0.05906555116673361,-0.25449168981315196,-0.3718269399747897,-0.0,-0.25808287691359794,-0.33121894754283504,-0.08789873565027358,-0.24909391550061952,-0.0,-0.6034484792450459,-0.14289038210855895,-0.29130021756954044,-0.25869597516251447,-0.0,-0.0,-0.29841777407090614,-0.0,-0.471639327925876,-0.0,-0.20762817958300167,-0.31635530025377195,-0.3226796811402355,-0.0,-0.03501134502756171,-0.16064006102035142,-0.06526309827612763,-0.23878162944811057,-0.3107359658887773,-0.0,-0.27324961854274593,-0.0,-0.5107189827184621,-0.4321715515669721,-0.0,-0.13186471740462258,-0.3271693763133916,-0.0,-0.15938556558676018,-0.0
cMCs_159Tb_MAPKAPK2_IL246,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
cMCs_159Tb_MAPKAPK2_LPS,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.11161242249960149,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.1749648898069187,-0.0,-0.0,-0.0,-0.0,-0.0,-0.07520148481095491,-0.0,-0.0,-0.040524976245368056,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00976427802626417,-0.20832084730621334,-0.0,-0.0,-0.0,-0.0,-0.2784838558784202,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
cMCs_159Tb_MAPKAPK2_unstim,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
cMCs_166Er_NFkB_GMCSF,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
cMCs_166Er_NFkB_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_166Er_NFkB_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_166Er_NFkB_LPS,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
cMCs_166Er_NFkB_unstim,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
cMCs_167Er_ERK_GMCSF,-0.7233724628149646,-0.0,-0.0,-0.5102315906212602,-0.0,-0.5611432283503909,-0.4723724980571796,-0.0,-0.4045566225483437,-0.0,-0.0,-0.0,-0.3894464453971845,-0.396040662648489,-0.0,-0.45028827451845077,-0.3474834258838056,-0.0,-0.5529081665659953,-0.0,-0.44317762907149644,-0.42756307660299603,-0.12015531720347161,-0.40902885233015895,-0.23610286207217426,-0.0,-0.488430510067715,-0.0,-0.5903675192580725,-0.0,-0.45610451929745727,-0.5441855212983866,-0.19337902528155645,-0.23485531738808613,-0.2941828242460223,-0.5192587083705077,-0.0,-0.06895997430432846,-0.5974350579158183,-0.2689254618771803,-0.4812287911445827,-0.0,-0.5292057211654944,-0.526991128148224,-0.0,-0.4732693178893072,-0.3390891821898619,-0.0,-0.4104604069876945,-0.0
cMCs_167Er_ERK_IFNa,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
cMCs_167Er_ERK_IL246,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
cMCs_167Er_ERK_LPS,-0.04122259812134816,-0.0,-0.0,-0.13569847494725173,-0.0,-0.08344906080360363,-0.035360099471070924,-0.0,-0.1738967294777337,-0.0,-0.0,-0.0,-0.34881190480063423,-0.13698332807197777,-0.0,-0.23060450229455343,-0.0,-0.06064865063851428,-0.06375310037749511,-0.0,-0.156731602192498,-0.0,-0.17168527201059733,-0.28799844318900725,-0.0,-0.0,-0.0,-0.0,-0.401952291481257,-0.0,-0.0,-0.09974055853422964,-0.4470326250110318,-0.0,-0.340356324740717,-0.19902209981491617,-0.0,-0.1960045688274756,-0.0,-0.142272353774977,-0.17893276493231286,-0.0,-0.3330644819080792,-0.22156659700345563,-0.0,-0.0,-0.15590487894091445,-0.0,-0.0,-0.0
cMCs_167Er_ERK_unstim,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
cMCs_168Er_STAT6_IFNa,0.2386062589106234,0.0,0.04002103093228146,0.0,0.07512662651941437,0.0,0.4094609784237493,0.0,0.0,0.0,0.12562903363291794,0.07361270723269422,0.16478684985215117,0.0,0.014735079867570536,0.3843345732290082,0.03804625558487937,0.07438054416570146,0.0,0.15328336881016924,0.06700337158338703,0.35219061964573106,0.0,0.0,0.18649904133290696,0.19388906028124883,0.3138656763546799,0.12215200196923309,0.0,0.0,0.0,0.5480672601857923,0.0,0.0,0.2245947896092886,0.40235477650459295,0.09711775885163117,0.0,0.0,0.2818324798910135,0.034959670846910096,0.30300252731859345,0.1157981930361252,0.0,0.0,0.0,0.19954001322324424,0.11963721945541465,0.0,0.1295975938962629
cMCs_168Er_STAT6_IL246,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.11085282670256247,0.0,0.0,-0.0,0.0,0.1370812898171626,0.0,0.0,0.0,0.0,0.34670788153146415,0.0,-0.0,-0.0,0.0,0.2235231725029506,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.1508815254231367,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0
cMCs_168Er_STAT6_unstim,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
Granulocytes_149Sm_CREB_GMCSF,0.08828810640592379,0.0,0.0,0.13269236592950115,0.0,0.09511780851711868,0.0,0.0,0.17984196565433086,0.0,0.0,0.0,0.0,0.1625783610422479,0.0,0.0,0.0,0.0,0.14758384192416477,0.0,0.0,0.0,0.0,0.14355925552378995,0.0,0.0,0.0,0.0,0.09394458416130515,0.0,0.036661981365180354,0.049071522979352585,0.0,0.0,0.060044544558084466,0.0,0.0,0.0,0.27193213914265973,0.06540340272754831,0.0,0.0,0.0,0.3306171906382411,0.0,0.0,0.0,0.0,0.20217083789888685,0.0
Granulocytes_149Sm_CREB_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granulocytes_149Sm_CREB_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granulocytes_149Sm_CREB_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047071477754323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0823385241015318,0.0,0.0,0.0,0.0,0.0,0.0
Granulocytes_149Sm_CREB_unstim,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
