,alpha'=' 2.007,alpha'=' 2.189,alpha'=' 2.388,alpha'=' 2.605,alpha'=' 2.842,alpha'=' 3.101,alpha'=' 3.383,alpha'=' 3.691,alpha'=' 4.027,alpha'=' 4.393,alpha'=' 4.793,alpha'=' 5.229,alpha'=' 5.705,alpha'=' 6.223,alpha'=' 6.790,alpha'=' 7.407,alpha'=' 8.081,alpha'=' 8.816,alpha'=' 9.618,alpha'=' 10.494,alpha'=' 11.448,alpha'=' 12.490,alpha'=' 13.626,alpha'=' 14.866,alpha'=' 16.218,alpha'=' 17.693,alpha'=' 19.303,alpha'=' 21.059,alpha'=' 22.975,alpha'=' 25.065
artificial.214,0.316,0.305,0.29,0.267,0.252,0.225,0.2,0.175,0.149,0.133,0.113,0.086,0.07,0.046,0.032,0.019,0.011,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.215,0.033,0.03,0.025,0.024,0.024,0.024,0.022,0.018,0.014,0.013,0.01,0.008,0.003,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.216,0.345,0.346,0.341,0.336,0.339,0.333,0.324,0.311,0.294,0.269,0.25,0.228,0.197,0.17,0.13,0.091,0.069,0.043,0.017,0.007,0.002,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.217,0.054,0.045,0.041,0.035,0.031,0.026,0.023,0.019,0.011,0.007,0.004,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.218,0.033,0.029,0.027,0.019,0.016,0.013,0.008,0.006,0.005,0.004,0.003,0.002,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.219,0.438,0.428,0.418,0.4,0.39,0.374,0.356,0.323,0.29,0.259,0.225,0.19,0.162,0.127,0.107,0.069,0.039,0.023,0.014,0.007,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.220,0.04,0.039,0.038,0.037,0.031,0.028,0.025,0.021,0.019,0.015,0.014,0.011,0.007,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.221,0.005,0.003,0.003,0.003,0.002,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.222,0.112,0.101,0.093,0.082,0.072,0.063,0.053,0.035,0.024,0.015,0.007,0.006,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.223,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.224,0.042,0.041,0.039,0.037,0.034,0.026,0.021,0.017,0.012,0.009,0.006,0.005,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.225,0.014,0.013,0.008,0.004,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.226,0.008,0.006,0.004,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.228,0.139,0.133,0.132,0.132,0.124,0.118,0.113,0.103,0.094,0.087,0.079,0.067,0.055,0.046,0.03,0.02,0.011,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.229,0.065,0.059,0.052,0.045,0.039,0.034,0.028,0.024,0.018,0.006,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.230,0.036,0.031,0.026,0.023,0.023,0.017,0.018,0.016,0.012,0.008,0.005,0.004,0.003,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.231,0.127,0.114,0.103,0.092,0.081,0.072,0.062,0.056,0.045,0.033,0.021,0.013,0.009,0.005,0.003,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.232,0.203,0.197,0.188,0.183,0.177,0.161,0.145,0.135,0.123,0.108,0.094,0.076,0.056,0.042,0.027,0.014,0.006,0.004,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.233,0.029,0.029,0.029,0.027,0.024,0.018,0.019,0.017,0.012,0.008,0.005,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.234,0.083,0.078,0.072,0.066,0.062,0.05,0.044,0.036,0.029,0.025,0.015,0.006,0.005,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.235,0.01,0.007,0.007,0.006,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.236,0.054,0.047,0.042,0.041,0.036,0.031,0.023,0.02,0.013,0.013,0.008,0.003,0.003,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.237,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.238,0.306,0.288,0.271,0.247,0.228,0.2,0.176,0.154,0.132,0.112,0.095,0.074,0.053,0.043,0.03,0.02,0.013,0.008,0.005,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.239,0.045,0.038,0.036,0.035,0.027,0.022,0.016,0.011,0.009,0.005,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.240,0.273,0.253,0.237,0.217,0.2,0.186,0.169,0.144,0.125,0.097,0.058,0.039,0.019,0.006,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.241,0.093,0.09,0.087,0.08,0.071,0.064,0.059,0.05,0.045,0.035,0.029,0.02,0.016,0.011,0.006,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.242,0.042,0.035,0.031,0.026,0.021,0.019,0.017,0.012,0.011,0.007,0.006,0.005,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.243,0.3,0.302,0.297,0.296,0.294,0.293,0.296,0.29,0.289,0.274,0.262,0.231,0.194,0.15,0.107,0.046,0.018,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.244,0.214,0.213,0.206,0.193,0.186,0.177,0.159,0.134,0.117,0.091,0.075,0.06,0.042,0.033,0.024,0.013,0.008,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.245,0.652,0.642,0.623,0.609,0.6,0.587,0.564,0.539,0.516,0.491,0.467,0.435,0.402,0.352,0.309,0.238,0.161,0.101,0.056,0.026,0.01,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.246,0.009,0.008,0.005,0.005,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.247,0.042,0.032,0.024,0.02,0.015,0.009,0.007,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.248,0.069,0.056,0.05,0.043,0.038,0.03,0.019,0.014,0.009,0.006,0.002,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.249,0.017,0.015,0.013,0.012,0.007,0.005,0.004,0.004,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.250,0.021,0.021,0.019,0.013,0.011,0.009,0.008,0.007,0.003,0.002,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.251,0.129,0.118,0.106,0.098,0.091,0.083,0.074,0.067,0.052,0.044,0.034,0.025,0.021,0.016,0.009,0.005,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.252,0.027,0.024,0.022,0.019,0.015,0.015,0.014,0.011,0.01,0.009,0.006,0.003,0.003,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.253,0.056,0.049,0.048,0.045,0.039,0.034,0.025,0.021,0.019,0.013,0.011,0.011,0.007,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.254,0.025,0.024,0.016,0.012,0.008,0.007,0.007,0.006,0.003,0.002,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.255,0.027,0.025,0.022,0.019,0.017,0.017,0.014,0.01,0.008,0.006,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.256,0.107,0.097,0.085,0.079,0.074,0.063,0.047,0.027,0.021,0.017,0.012,0.008,0.006,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.257,0.326,0.326,0.31,0.301,0.292,0.276,0.262,0.244,0.227,0.2,0.171,0.133,0.101,0.056,0.038,0.013,0.005,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.258,0.267,0.262,0.251,0.248,0.244,0.236,0.228,0.22,0.216,0.209,0.199,0.194,0.19,0.178,0.155,0.12,0.083,0.05,0.024,0.004,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.259,0.055,0.047,0.044,0.036,0.032,0.024,0.016,0.011,0.008,0.004,0.004,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.260,0.086,0.079,0.081,0.077,0.076,0.071,0.07,0.067,0.063,0.058,0.052,0.037,0.031,0.021,0.012,0.008,0.006,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.261,0.011,0.011,0.008,0.007,0.005,0.004,0.004,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.262,0.063,0.06,0.057,0.049,0.045,0.04,0.033,0.028,0.023,0.021,0.018,0.012,0.008,0.007,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.263,0.049,0.048,0.045,0.04,0.035,0.034,0.031,0.025,0.02,0.014,0.008,0.005,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.264,0.027,0.022,0.018,0.013,0.01,0.007,0.006,0.002,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.265,0.044,0.04,0.034,0.03,0.023,0.018,0.011,0.009,0.005,0.003,0.003,0.003,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.266,0.083,0.074,0.06,0.053,0.046,0.04,0.032,0.024,0.017,0.013,0.009,0.006,0.002,0.002,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.267,0.004,0.003,0.003,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.268,0.02,0.017,0.013,0.012,0.012,0.007,0.006,0.004,0.004,0.002,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.269,0.022,0.018,0.012,0.008,0.005,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.270,0.091,0.084,0.077,0.057,0.046,0.034,0.023,0.016,0.012,0.005,0.003,0.003,0.002,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.271,0.057,0.05,0.044,0.033,0.024,0.019,0.014,0.012,0.006,0.005,0.005,0.004,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.272,0.031,0.026,0.024,0.02,0.018,0.017,0.012,0.01,0.006,0.005,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.273,0.018,0.014,0.01,0.009,0.009,0.007,0.005,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.274,0.146,0.143,0.133,0.133,0.133,0.126,0.123,0.118,0.11,0.1,0.084,0.07,0.054,0.035,0.021,0.012,0.005,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.275,0.149,0.136,0.129,0.119,0.106,0.097,0.083,0.073,0.06,0.051,0.044,0.034,0.022,0.018,0.012,0.007,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.276,0.225,0.216,0.198,0.181,0.175,0.151,0.127,0.112,0.092,0.073,0.052,0.038,0.023,0.014,0.01,0.006,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.277,0.42,0.409,0.398,0.395,0.381,0.356,0.339,0.32,0.291,0.264,0.246,0.222,0.194,0.167,0.123,0.086,0.055,0.034,0.016,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.278,0.061,0.057,0.052,0.042,0.037,0.029,0.024,0.02,0.017,0.009,0.005,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.279,0.037,0.026,0.02,0.01,0.006,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.280,0.033,0.029,0.029,0.023,0.018,0.015,0.012,0.006,0.004,0.003,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.281,0.023,0.018,0.014,0.013,0.012,0.012,0.01,0.006,0.006,0.004,0.003,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.282,0.014,0.012,0.006,0.004,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.283,0.862,0.859,0.855,0.853,0.847,0.846,0.841,0.834,0.817,0.804,0.782,0.749,0.709,0.667,0.615,0.539,0.456,0.377,0.269,0.191,0.098,0.054,0.017,0.007,0.001,0.0,0.0,0.0,0.0,0.0
artificial.284,0.046,0.041,0.038,0.035,0.031,0.025,0.022,0.021,0.017,0.012,0.009,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.285,0.062,0.057,0.054,0.045,0.038,0.036,0.033,0.027,0.024,0.02,0.016,0.012,0.009,0.006,0.004,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.286,0.061,0.06,0.053,0.05,0.044,0.033,0.03,0.025,0.019,0.014,0.009,0.007,0.005,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.287,0.015,0.015,0.014,0.013,0.013,0.009,0.006,0.005,0.004,0.002,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.288,0.063,0.06,0.063,0.063,0.061,0.061,0.055,0.056,0.053,0.046,0.039,0.032,0.022,0.015,0.008,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.289,0.021,0.015,0.012,0.01,0.007,0.007,0.006,0.004,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.290,0.21,0.208,0.197,0.186,0.181,0.169,0.16,0.151,0.144,0.131,0.11,0.088,0.06,0.039,0.014,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.291,0.366,0.358,0.346,0.337,0.324,0.318,0.307,0.303,0.29,0.281,0.271,0.253,0.235,0.209,0.177,0.152,0.128,0.11,0.081,0.056,0.019,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.292,0.036,0.032,0.027,0.023,0.022,0.016,0.014,0.01,0.008,0.006,0.006,0.005,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.293,0.044,0.038,0.028,0.022,0.014,0.011,0.009,0.004,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.294,0.088,0.076,0.066,0.06,0.048,0.034,0.027,0.018,0.013,0.009,0.006,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.295,0.476,0.475,0.473,0.476,0.474,0.474,0.473,0.469,0.462,0.448,0.428,0.379,0.281,0.154,0.039,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.296,0.008,0.005,0.004,0.004,0.004,0.004,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.297,0.016,0.013,0.011,0.007,0.005,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.298,0.058,0.055,0.051,0.045,0.042,0.036,0.027,0.021,0.018,0.015,0.01,0.008,0.005,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.299,0.083,0.077,0.066,0.056,0.04,0.034,0.022,0.013,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.300,0.089,0.074,0.059,0.052,0.043,0.034,0.023,0.018,0.015,0.011,0.009,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.301,0.183,0.169,0.143,0.131,0.118,0.106,0.086,0.069,0.053,0.04,0.029,0.021,0.009,0.006,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.302,0.076,0.066,0.058,0.047,0.038,0.027,0.02,0.012,0.009,0.007,0.006,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.303,0.187,0.181,0.178,0.174,0.158,0.143,0.133,0.122,0.109,0.081,0.064,0.041,0.026,0.016,0.006,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.304,0.022,0.018,0.015,0.014,0.012,0.009,0.006,0.005,0.004,0.003,0.003,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.305,0.228,0.203,0.173,0.142,0.123,0.094,0.067,0.054,0.026,0.012,0.004,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.306,0.128,0.125,0.122,0.117,0.113,0.109,0.104,0.098,0.089,0.081,0.073,0.065,0.055,0.049,0.039,0.03,0.02,0.008,0.003,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.307,0.591,0.577,0.565,0.559,0.544,0.527,0.507,0.475,0.431,0.401,0.362,0.31,0.254,0.202,0.143,0.094,0.047,0.027,0.009,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.308,0.034,0.028,0.028,0.024,0.022,0.015,0.012,0.008,0.005,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.309,0.066,0.058,0.057,0.051,0.045,0.039,0.035,0.031,0.026,0.023,0.016,0.013,0.011,0.009,0.007,0.005,0.003,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.310,0.409,0.388,0.372,0.356,0.347,0.322,0.31,0.296,0.276,0.247,0.217,0.181,0.158,0.12,0.093,0.064,0.041,0.03,0.016,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.311,0.146,0.144,0.146,0.151,0.146,0.146,0.148,0.149,0.139,0.13,0.122,0.104,0.082,0.05,0.035,0.018,0.007,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.312,0.031,0.026,0.025,0.02,0.016,0.011,0.01,0.007,0.006,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.313,0.124,0.112,0.095,0.084,0.078,0.071,0.055,0.04,0.026,0.02,0.014,0.009,0.006,0.004,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
